Assessment Unit Code	Assessment Unit Name	Field Type	Resource Type	Units for Minimum Field Size	Minimum Field Size	Assessment Unit Probability	Units for Fractiles	F100	F95	F90	F85	F80	F75	F70	F65	F60	F55	F50	F45	F40	F35	F30	F25	F20	F15	F10	F5	F0
40250102	Moray Firth	gas	liquids	BCFG	12	1	MMBL	2.164278234	16.45682209	21.67974296	25.64277254	29.12436296	32.27502697	35.18316395	38.0304071	40.86453671	43.71461426	46.63081451	49.51320693	52.78726897	56.2162957	59.87711159	64.16714696	68.89382862	74.64807406	82.01453317	93.35895392	183.0304056
40250102	Moray Firth	gas	largest	BCFG	12	1	BCFG	29.98699264	82.69484215	96.20259063	106.3701141	114.9996209	123.1562171	131.1289629	138.8651848	146.7378773	154.7216331	163.057263	172.1352647	181.9846372	192.7061292	205.214225	219.8569801	237.6303319	259.2682206	290.883072	344.3788369	499.7118482
40250103	Central Graben	oil	oil	MMBO	2	1	MMBO	446.3438978	1726.388311	2106.472289	2415.174886	2697.227549	2966.829056	3240.07763	3519.318897	3794.925299	4086.656503	4390.746113	4709.463536	5063.304804	5434.567126	5819.359646	6239.685131	6708.771415	7250.796097	7915.230267	8833.144345	13690.07251
40250103	Central Graben	oil	gas	MMBO	2	1	BCFG	229.6515064	1259.219036	1557.940549	1816.08218	2047.165069	2271.30523	2489.157315	2717.493947	2944.969484	3183.05876	3424.050945	3686.901141	3961.546144	4269.685467	4599.178528	4959.796265	5380.146829	5890.950118	6564.379188	7555.317168	13153.01196
40250103	Central Graben	oil	NGL	MMBO	2	1	MMBNGL	14.43275338	69.42360792	87.42082835	102.8687517	116.6610092	130.0243511	143.6632025	157.1008031	171.0429534	185.7615385	200.836173	216.2296337	233.0489535	252.058406	272.8924893	296.3453077	324.3625517	358.896465	404.2182549	477.8506592	1125.866452
40250103	Central Graben	oil	largest	MMBO	2	1	MMBO	52.79231611	181.650901	217.5203924	248.5946518	275.5753029	300.5381146	325.4819781	350.068577	376.0176085	403.0457278	430.1050094	458.3855896	489.7507435	523.730102	560.4013939	604.0368407	653.1179814	711.3955521	782.5351865	874.2457239	999.9019108
40250103	Central Graben	gas	gas	BCFG	12	1	BCFG	822.4118572	3230.558957	4020.706864	4676.100086	5318.636118	5912.931294	6505.884409	7140.445831	7784.671908	8465.515713	9169.459644	9904.44324	10664.47896	11494.24121	12392.04264	13410.48303	14470.46234	15738.63378	17288.44923	19523.36277	38391.05798
40250103	Central Graben	gas	liquids	BCFG	12	1	MMBL	31.75224006	148.3451057	188.1943944	221.6704496	252.8096627	283.3527919	313.9391512	345.5042956	377.0208065	410.3706948	444.6882765	482.0989347	522.2227188	566.484339	611.9667367	663.2531991	724.1622541	798.8099858	892.9618136	1034.487752	2058.666889
40250103	Central Graben	gas	largest	BCFG	12	1	BCFG	129.0880205	473.6942005	591.2588479	684.1089341	767.3366514	845.481817	922.6908271	1001.930733	1082.484213	1166.039217	1256.306103	1355.288004	1462.833252	1584.325726	1723.755048	1887.921425	2078.237284	2323.660962	2648.462115	3140.218611	3999.800932
40360101	Southern Permian Basin-U.K. Onshore	oil	oil	MMBO	1	1	MMBO	1.11919337	2.64961731	3.33794862	3.710141287	4.075532929	4.479138109	4.905927245	5.316211184	5.736381952	6.150320427	6.593285192	7.059824583	7.537081232	8.077184973	8.691420581	9.317678008	10.02862225	10.8646222	11.89943067	13.36281563	23.00840305
40360101	Southern Permian Basin-U.K. Onshore	oil	gas	MMBO	1	1	BCFG	0.846824191	2.781164087	3.609978755	4.209387093	4.717364998	5.181620883	5.637835189	6.138957604	6.647605804	7.18019739	7.730792651	8.30286811	8.907225576	9.570319673	10.3148253	11.14323467	12.10954103	13.29143805	14.80812643	17.15221614	37.05941748
40360101	Southern Permian Basin-U.K. Onshore	oil	NGL	MMBO	1	1	MMBNGL	0.03833044	0.153662589	0.199503319	0.235944621	0.267464695	0.296701423	0.327017473	0.355899468	0.386294013	0.418547061	0.45204991	0.487224263	0.525720993	0.568167097	0.615906622	0.668360004	0.732924625	0.810133307	0.914747187	1.081646222	2.618947158
40360101	Southern Permian Basin-U.K. Onshore	oil	largest	MMBO	1	1	MMBO	1.11919337	1.705442501	1.860634982	1.982019077	2.092618247	2.193105941	2.289077522	2.382736121	2.476552438	2.574580036	2.680210961	2.785858866	2.899762006	3.026806976	3.170022679	3.334193338	3.533788863	3.789556086	4.16134188	4.787644462	7.978355694
40360101	Southern Permian Basin-U.K. Onshore	gas	gas	BCFG	6	1	BCFG	6.270126994	8.58192467	9.74795243	11.31523585	14.60869843	16.84801704	17.87605657	18.71869146	19.52067271	20.35321494	21.25795068	22.28118994	23.62558169	25.20776719	26.87610626	28.56679974	30.25946233	32.15836772	34.69971249	38.7222685	69.12068828
40360101	Southern Permian Basin-U.K. Onshore	gas	liquids	BCFG	6	1	MMBL	0.162107267	0.354107681	0.426132408	0.497615657	0.574421306	0.645198368	0.712761082	0.771754071	0.826232645	0.879066332	0.931229158	0.984332327	1.041368726	1.102823325	1.172144389	1.251494335	1.341834407	1.454921574	1.601615657	1.824639132	3.823986397
40360101	Southern Permian Basin-U.K. Onshore	gas	largest	BCFG	6	1	BCFG	6.270126994	8.255100005	8.798433683	9.209425268	9.567658048	9.904329666	10.22435496	10.52229392	10.82488553	11.1424923	11.48347194	11.82611426	12.20927886	12.62655066	13.10355209	13.64612667	14.32208319	15.15664656	16.35419275	18.46214279	29.9785408
40360102	Southern Permian Basin-Europe Onshore	oil	oil	MMBO	1	1	MMBO	5.23230843	23.08461804	28.8370175	33.69571471	38.31911392	42.93509199	47.50141997	52.17084089	57.14098108	62.14155103	67.31554725	72.82227979	78.47092143	84.48247004	91.20741608	98.82491551	107.1235326	117.1946507	129.7312182	147.5959131	273.7863695
40360102	Southern Permian Basin-Europe Onshore	oil	gas	MMBO	1	1	BCFG	4.68702809	19.0817908	24.3166401	28.7661003	33.06938648	37.10091443	41.1648325	45.28541601	49.4943131	54.0133451	58.76462674	63.76114461	69.11997083	74.95486929	81.26420182	88.53912791	97.12152519	107.1402118	120.1973149	140.7992211	317.3445591
40360102	Southern Permian Basin-Europe Onshore	oil	NGL	MMBO	1	1	MMBNGL	0.007381052	0.034088935	0.044841583	0.054204328	0.062529506	0.071242075	0.07978973	0.08861074	0.097317695	0.106422689	0.116505906	0.127276982	0.139263	0.152769468	0.167777057	0.185811813	0.20731487	0.233274455	0.268745503	0.327858224	1.01693484
40360102	Southern Permian Basin-Europe Onshore	oil	largest	MMBO	1	1	MMBO	2.248860382	7.107811302	8.472655166	9.547537895	10.44279623	11.34565552	12.20639862	13.04732546	13.90077199	14.80908302	15.78518287	16.79969707	17.93328775	19.23412359	20.67574064	22.40424189	24.46609666	27.05768931	30.97383958	37.5128597	59.96670208
40360102	Southern Permian Basin-Europe Onshore	gas	gas	BCFG	6	1	BCFG	1183.850586	5025.403358	6367.925744	7343.535527	8189.85046	8940.615235	9617.886054	10273.56465	10919.65341	11553.94569	12190.15471	12873.42894	13604.53194	14357.77288	15178.39589	16070.12207	17052.9517	18174.8052	19607.08396	21628.85304	35863.71364
40360102	Southern Permian Basin-Europe Onshore	gas	liquids	BCFG	6	1	MMBL	1.779023575	8.912871727	11.30158017	13.17758101	14.88359031	16.45535942	17.98008734	19.41861631	20.87076951	22.4365977	24.03752418	25.80211184	27.59039709	29.56794714	31.73479604	34.21432471	37.1840429	41.01712604	45.93293825	53.70723848	118.6723574
40360102	Southern Permian Basin-Europe Onshore	gas	largest	BCFG	6	1	BCFG	126.0145918	519.0321726	626.6550117	717.5628176	796.4420304	871.090389	948.0301334	1020.647124	1098.397827	1175.468744	1255.855904	1345.634487	1440.837656	1545.498141	1664.433105	1790.216968	1941.707241	2120.643673	2342.514801	2623.239109	2999.540357
40360103	Southern Permian Basin-Offshore	oil	oil	MMBO	4	1	MMBO	4.066821321	13.33322855	17.45805793	21.59790946	25.97206932	30.42799207	35.01582188	39.76469827	44.87712339	50.10955996	55.4126741	61.24610801	67.20750794	73.76042933	80.53051755	88.29935899	96.73358004	106.2453576	118.3338694	133.3847112	199.4827473
40360103	Southern Permian Basin-Offshore	oil	gas	MMBO	4	1	BCFG	0.884417908	4.396164182	5.993675442	7.490662535	9.020137102	10.56088266	12.17976972	13.79719159	15.59403232	17.4687272	19.41307534	21.40746631	23.60127584	25.891352	28.44059319	31.3234606	34.59697237	38.40176936	43.28929915	50.68301238	102.5332743
40360103	Southern Permian Basin-Offshore	oil	NGL	MMBO	4	1	MMBNGL	0.050903413	0.277848372	0.384254463	0.481652691	0.580609125	0.681678762	0.787795812	0.898998046	1.010041592	1.129143903	1.257998834	1.396098833	1.541696364	1.704492124	1.880641492	2.081471236	2.313232159	2.589827796	2.969170724	3.553585297	7.946725672
40360103	Southern Permian Basin-Offshore	oil	largest	MMBO	4	1	MMBO	4.066821321	5.204286839	5.673615951	6.049473168	6.387451822	6.695521118	7.004765644	7.307101277	7.603487061	7.916778745	8.249751126	8.607160684	8.993267581	9.436281971	9.930806081	10.49497562	11.20819172	12.1498965	13.52301561	15.97271999	24.96981524
40360103	Southern Permian Basin-Offshore	gas	gas	BCFG	24	1	BCFG	1186.25122	2828.364125	3707.932145	4560.75706	5481.081295	6397.196764	7351.444771	8341.992393	9381.048198	10481.98431	11662.47477	12812.33633	14070.16837	15450.49925	16951.5159	18542.56581	20269.96425	22295.86953	24650.1692	27681.92994	38681.02972
40360103	Southern Permian Basin-Offshore	gas	liquids	BCFG	24	1	MMBL	2.494533054	8.063047306	10.63464893	13.14294338	15.71406726	18.41141235	21.19258005	24.05728562	27.15010679	30.38701064	33.72653099	37.38372205	41.19798609	45.22677014	49.71713476	54.80142875	60.35899017	67.11578852	75.49057907	87.94965823	157.9119903
40360103	Southern Permian Basin-Offshore	gas	largest	BCFG	24	1	BCFG	71.58583921	233.9085659	291.6371662	337.6007249	380.785019	419.0320536	455.1474609	491.2199126	527.4327534	565.447291	602.2270211	639.0923598	679.0685566	722.1635733	767.8639878	820.0517555	875.4154734	937.3141938	1007.968361	1095.988751	1199.992528
40470101	Foreland Basin	oil	oil	MMBO	1	1	MMBO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40470101	Foreland Basin	oil	gas	MMBO	1	1	BCFG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40470101	Foreland Basin	oil	NGL	MMBO	1	1	MMBNGL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40470101	Foreland Basin	oil	largest	MMBO	1	1	MMBO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40470101	Foreland Basin	gas	gas	BCFG	6	1	BCFG	360.5162055	851.9901082	1008.280117	1142.352897	1267.133393	1399.130585	1530.045412	1668.788403	1813.965491	1965.000434	2128.906512	2296.766862	2471.524187	2662.87765	2862.50481	3083.709496	3333.256218	3621.093925	3962.380353	4420.251764	6386.585432
40470101	Foreland Basin	gas	liquids	BCFG	6	1	MMBL	2.316844344	6.197483954	7.549470634	8.67043166	9.735153699	10.75885016	11.8105623	12.96846095	14.08449318	15.31040629	16.59860828	17.94816774	19.3681201	20.91545489	22.63075333	24.49195655	26.58841181	29.19484386	32.62604401	37.75351969	67.63404156
40470101	Foreland Basin	gas	largest	BCFG	6	1	BCFG	27.28994491	84.62568333	99.10119865	110.0245096	119.6037289	128.8260254	137.4017121	145.8017683	154.4465031	163.7759842	173.5405935	183.6468807	194.2977461	206.3177169	219.4438329	234.6291245	252.386838	273.1116898	300.3719912	339.2846636	399.9966929
40470201	Deformed Belt	oil	oil	MMBO	1	1	MMBO	27.85429822	111.3461008	141.5183054	164.5322326	186.0152611	206.9139695	226.5089366	247.1124298	269.7389806	292.8445191	316.3951227	341.841675	368.7828622	397.4021732	427.821898	461.2729038	498.3452677	541.2965452	592.8227259	660.0480628	1104.597186
40470201	Deformed Belt	oil	gas	MMBO	1	1	BCFG	48.20160353	306.0816241	393.250366	464.8171916	530.0552276	593.86262	658.7289514	721.3826815	786.7187218	853.2679778	925.2561852	1003.450279	1083.380673	1167.254221	1262.738995	1370.776186	1493.998568	1638.565986	1828.446975	2105.176702	4088.877049
40470201	Deformed Belt	oil	NGL	MMBO	1	1	MMBNGL	2.930777817	16.96591685	22.01974799	26.31774779	30.23533434	34.08045356	37.81418033	41.63225964	45.57396033	49.57769798	53.92679738	58.56451554	63.61750774	69.0859285	75.12775785	81.96709287	89.94918621	99.77147495	112.1831363	133.1084979	310.041975
40470201	Deformed Belt	oil	largest	MMBO	1	1	MMBO	3.820857299	14.40874266	17.53274405	20.01539667	22.22312773	24.3174839	26.34428882	28.33966145	30.44613515	32.59177132	34.93148465	37.2982661	39.92353831	42.94938079	46.28916036	50.34073981	54.99841694	60.73156225	68.79031992	80.17726927	99.99244425
40470201	Deformed Belt	gas	gas	BCFG	6	1	BCFG	83.69932469	405.3794993	527.6128059	624.3176155	708.7431472	788.4351367	868.6627415	949.971881	1033.295168	1117.826851	1210.80586	1308.920538	1409.091412	1520.609255	1637.990191	1761.389629	1905.009801	2068.478788	2265.085565	2526.294769	4118.732778
40470201	Deformed Belt	gas	liquids	BCFG	6	1	MMBL	0.765856571	3.757997184	4.920368375	5.874527402	6.749676838	7.549770728	8.360635555	9.166555086	10.00968592	10.86670635	11.77104297	12.72824487	13.77835109	14.89467599	16.12585399	17.47448202	19.03745459	20.93446641	23.26381659	26.95698899	50.56071251
40470201	Deformed Belt	gas	largest	BCFG	6	1	BCFG	17.39409336	55.84361894	67.84271584	77.09557271	85.5691101	93.63446301	101.4973159	109.3039757	117.1684189	125.2931994	134.028687	143.3792282	153.4660358	164.8465605	177.7605122	193.5214666	211.7661822	235.1150542	265.6690541	311.9992113	399.9348066
40470301	Paleozoic Reservoirs	oil	oil	MMBO	1	1	MMBO	1.109103486	11.97155248	16.3896347	19.93622304	23.16099898	26.36072446	29.49258903	32.62759807	35.80835812	39.07754803	42.48808571	46.06347737	49.90636069	54.01979035	58.52844901	63.31495055	68.8270283	75.28994169	83.43524032	96.15695197	189.9278683
40470301	Paleozoic Reservoirs	oil	gas	MMBO	1	1	BCFG	1.915944513	24.69533886	33.97333095	41.48045849	48.63621005	55.27056966	62.13813651	69.03669945	75.99170638	83.14449957	90.75188833	98.86397706	107.6866545	116.7088575	127.1541905	138.7134605	151.8151067	167.4837671	189.5598298	223.2145654	503.7481776
40470301	Paleozoic Reservoirs	oil	NGL	MMBO	1	1	MMBNGL	0.067144141	1.376325193	1.915124458	2.364362584	2.775597459	3.179273617	3.590487032	3.991472747	4.404334378	4.836720339	5.282590475	5.776166659	6.309611411	6.883496113	7.521886466	8.269014773	9.149225913	10.20787672	11.70020474	14.02390688	38.83339846
40470301	Paleozoic Reservoirs	oil	largest	MMBO	1	1	MMBO	1.109103486	4.027867432	4.970238021	5.713555747	6.372198338	7.009738228	7.625048354	8.25341479	8.894412182	9.601774974	10.33849951	11.13421755	12.001872	12.96870045	14.0723128	15.44769132	17.12932199	19.2733918	22.51160242	28.31445972	49.97914241
40470301	Paleozoic Reservoirs	gas	gas	BCFG	6	1	BCFG	6.895863647	70.75758095	97.6066857	118.7749971	138.4506268	157.3110422	175.5086087	194.1690343	212.9925973	233.3825714	253.792904	275.6355386	298.100579	323.053955	350.3559291	378.3467727	411.6958209	450.6834098	501.4353825	576.3678754	1219.423833
40470301	Paleozoic Reservoirs	gas	liquids	BCFG	6	1	MMBL	0.234450041	2.901847487	4.02808176	4.928645455	5.791494135	6.589437809	7.402916723	8.190798199	9.031121115	9.918717476	10.82915017	11.81286148	12.85843437	13.96577055	15.19149392	16.57493611	18.21892829	20.16025674	22.76245942	26.74727949	60.16733749
40470301	Paleozoic Reservoirs	gas	largest	BCFG	6	1	BCFG	6.895863647	23.93273147	29.66467846	34.22972464	38.15130572	41.9083749	45.72228735	49.56343812	53.32317339	57.32047353	61.66602763	66.25942234	71.55772536	77.32790932	84.05834658	92.28982948	102.3767618	115.9600933	135.6221497	169.7066542	299.0591103
40480101	Greater Hungarian Plain Basins	oil	oil	MMBO	1	1	MMBO	36.73541863	90.20194114	107.2448046	119.9997203	131.0497252	141.1951067	150.4783151	159.8633251	169.2839199	178.2165276	187.9530766	198.0717558	208.5646375	220.0115748	232.2202005	245.6742696	260.4381101	276.8783711	297.6514007	326.4719429	513.7609194
40480101	Greater Hungarian Plain Basins	oil	gas	MMBO	1	1	BCFG	26.60019086	76.98413555	94.14350423	107.2761991	119.4650888	130.838868	141.9912051	152.5844043	163.832256	174.9171931	186.6021077	199.5076461	212.8733832	227.5923605	243.8101123	262.1994722	285.1526691	313.1014395	350.3917518	410.0396893	801.71295
40480101	Greater Hungarian Plain Basins	oil	NGL	MMBO	1	1	MMBNGL	0.774200388	2.804484293	3.491534327	4.03441242	4.519053705	4.984409205	5.426901763	5.87519315	6.343312475	6.815780711	7.293857631	7.835802677	8.407268266	9.041939628	9.763072124	10.57653983	11.55544069	12.77860615	14.46065615	17.26612053	43.1392851
40480101	Greater Hungarian Plain Basins	oil	largest	MMBO	1	1	MMBO	3.523399606	9.012540567	10.47344233	11.59171955	12.64606242	13.57614195	14.52504374	15.43940352	16.3989331	17.38720105	18.47239592	19.58685134	20.83562297	22.21759025	23.76749375	25.56363489	27.72203055	30.48588432	34.05147733	39.55128945	49.99210509
40480101	Greater Hungarian Plain Basins	gas	gas	BCFG	6	1	BCFG	283.087659	924.6215408	1144.14865	1304.502605	1441.820254	1560.69518	1676.474497	1782.885798	1889.984577	1997.050452	2111.173188	2223.316491	2341.945956	2468.488231	2604.563031	2753.667683	2919.946351	3120.130671	3352.343833	3683.532116	5531.270288
40480101	Greater Hungarian Plain Basins	gas	liquids	BCFG	6	1	MMBL	5.734797466	23.07058263	28.97194753	33.84639336	38.15504287	42.14231939	45.86992891	49.50414127	53.20953453	56.91809173	60.55643699	64.57289158	68.89165378	73.50095699	78.71029873	84.31178958	90.70627337	98.37277978	108.3580314	124.9218845	245.0544105
40480101	Greater Hungarian Plain Basins	gas	largest	BCFG	6	1	BCFG	32.24111922	95.27158694	110.9382742	123.3721236	134.4610412	144.7646144	154.6865431	164.7197642	174.7409705	185.3866147	196.7862498	208.5869533	221.837219	236.9400255	253.4275837	271.6073709	294.8806475	321.5822578	356.1216793	409.5267014	499.9915309
40480201	Zala-Drava-Sava Basins	oil	oil	MMBO	1	1	MMBO	24.12207499	54.14902352	62.77972839	69.47482493	75.32295091	80.77012383	86.32294792	91.66183815	97.21121815	102.6878526	108.386036	114.3681947	120.4654949	127.1350477	134.2356918	142.1738005	151.2513732	161.530643	174.5503817	193.6556591	323.3107109
40480201	Zala-Drava-Sava Basins	oil	gas	MMBO	1	1	BCFG	16.21446263	45.34968909	54.49246471	62.28072666	68.86845185	75.35085487	81.53712041	87.82219136	94.16326365	100.7666598	107.8124101	115.0850302	122.9119719	131.3455565	141.1405548	152.3797142	165.5895885	182.1879918	204.2904924	240.5967951	571.1899769
40480201	Zala-Drava-Sava Basins	oil	NGL	MMBO	1	1	MMBNGL	0.532316231	1.649223238	2.024551938	2.337734538	2.609181621	2.868354178	3.133988784	3.386065596	3.655905171	3.932940901	4.214664642	4.517076013	4.855250756	5.236170913	5.652841136	6.152885955	6.724353431	7.464551709	8.486743967	10.12984754	24.28864457
40480201	Zala-Drava-Sava Basins	oil	largest	MMBO	1	1	MMBO	3.417966002	7.531688519	8.725705683	9.67036099	10.52052955	11.32181579	12.11756307	12.8953439	13.71060269	14.52508838	15.43090807	16.4378944	17.50912808	18.70384832	20.07620013	21.71019173	23.66746322	26.26165526	29.78709231	35.62974683	49.99772346
40480201	Zala-Drava-Sava Basins	gas	gas	BCFG	6	1	BCFG	227.3428097	499.6994464	570.4254852	626.7885898	677.2904191	727.5058331	774.8184663	822.2381545	871.0932437	919.7493323	970.0536529	1025.501337	1081.734089	1143.635594	1207.760228	1280.601287	1360.212165	1453.87786	1575.788297	1759.009403	2988.756267
40480201	Zala-Drava-Sava Basins	gas	liquids	BCFG	6	1	MMBL	3.542451423	11.99564605	14.44136243	16.44036278	18.22196507	19.8516979	21.40906016	23.06082372	24.68414752	26.31134808	28.07328218	29.94782737	31.9247255	34.06874432	36.4311709	39.05123049	42.21781497	46.03765722	51.24798757	59.33135246	127.3363885
40480201	Zala-Drava-Sava Basins	gas	largest	BCFG	6	1	BCFG	25.65240954	66.01896728	77.46670433	86.92834109	95.24712028	103.3506774	111.1639171	118.9497282	126.9619247	135.2065769	144.2839172	154.1646175	165.3711225	178.0135963	192.437929	209.2721745	230.5503045	257.4061653	294.8591482	355.8195923	499.9247429
40480301	Danube Basin	oil	oil	MMBO	1	1	MMBO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40480301	Danube Basin	oil	gas	MMBO	1	1	BCFG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40480301	Danube Basin	oil	NGL	MMBO	1	1	MMBNGL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40480301	Danube Basin	oil	largest	MMBO	1	1	MMBO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40480301	Danube Basin	gas	gas	BCFG	6	1	BCFG	6.54387744	43.10556588	57.01997202	68.23721082	78.05996284	87.21291716	96.45894498	105.1357314	113.6143403	122.4797133	131.9640802	141.523947	151.756037	163.0046316	175.1902644	188.9161789	204.9528221	224.8374307	252.8709352	299.1467629	720.2931567
40480301	Danube Basin	gas	liquids	BCFG	6	1	MMBL	0.095357523	0.802802401	1.066277114	1.281104948	1.477402978	1.659225715	1.837748843	2.016276026	2.192756349	2.372960661	2.561936904	2.766508265	2.988725352	3.222006543	3.492544846	3.790386941	4.152698442	4.610856681	5.219606669	6.301917503	17.24233541
40480301	Danube Basin	gas	largest	BCFG	6	1	BCFG	6.54387744	19.08009243	23.1918885	26.55426345	29.46136376	32.28267919	35.25636896	38.06238651	41.19714815	44.34876457	47.77931514	51.57234057	55.69256865	60.54770033	66.01881662	72.43596003	80.8489067	91.78982111	108.9953152	140.4412488	299.9303415
40480401	Transcarpathian Basin	oil	oil	MMBO	1	1	MMBO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40480401	Transcarpathian Basin	oil	gas	MMBO	1	1	BCFG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40480401	Transcarpathian Basin	oil	NGL	MMBO	1	1	MMBNGL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40480401	Transcarpathian Basin	oil	largest	MMBO	1	1	MMBO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40480401	Transcarpathian Basin	gas	gas	BCFG	6	1	BCFG	7.113083748	29.40407318	38.23646004	46.49521863	53.86310552	61.12293581	68.39617867	75.82844002	83.53822538	91.53056846	100.1608599	108.9156379	117.9645675	127.6434928	138.6008306	150.8810001	164.8580538	181.4795373	202.93583	235.835673	528.8595445
40480401	Transcarpathian Basin	gas	liquids	BCFG	6	1	MMBL	0.114330935	0.551204577	0.722823783	0.875967599	1.023164953	1.170380147	1.309596567	1.457519544	1.605960962	1.772217589	1.945832029	2.119788982	2.303594558	2.513712553	2.742875019	2.998534655	3.296105897	3.679633495	4.17870091	4.967183924	12.66752754
40480401	Transcarpathian Basin	gas	largest	BCFG	6	1	BCFG	7.113083748	16.51497343	19.81237278	22.51620057	24.85082464	27.19860291	29.43798719	31.62355665	33.85694176	36.24371956	38.70766829	41.36874228	44.38778058	47.72460492	51.65242975	56.1625825	61.80706185	69.14518593	79.80395148	99.37261752	199.6589705
40480601	Hungarian Paleogene Basin	oil	oil	MMBO	1	1	MMBO	1.048251756	9.003641301	12.82397243	16.37094122	19.74423526	23.21331795	26.76715803	30.41034183	34.23772825	38.34344266	42.48705288	46.91700318	51.65326934	56.44816172	61.90891832	67.72003912	74.72989499	83.29475526	94.29748596	111.3138454	257.2455049
40480601	Hungarian Paleogene Basin	oil	gas	MMBO	1	1	BCFG	0.967134588	10.07825591	14.57764943	18.72028168	22.64972039	26.61116114	30.67026406	34.97046618	39.54866674	44.23890538	49.28115979	54.56385285	60.20220189	66.25663803	73.0484979	80.80844454	89.83750196	101.2696919	115.9705525	139.52085	378.9767776
40480601	Hungarian Paleogene Basin	oil	NGL	MMBO	1	1	MMBNGL	0.018030989	0.283607874	0.41530696	0.536175816	0.653162562	0.768265331	0.886450685	1.011400736	1.141415777	1.285883257	1.434554388	1.589496757	1.765874914	1.951735625	2.159105115	2.395847648	2.68370207	3.058719691	3.550479968	4.375761864	13.98340947
40480601	Hungarian Paleogene Basin	oil	largest	MMBO	1	1	MMBO	1.048251756	3.637466073	4.779343709	5.717489567	6.583423946	7.414107627	8.246740457	9.113883349	10.01224991	10.9430166	11.93684346	13.0969815	14.32042002	15.76926111	17.43896358	19.44640507	22.03608105	25.42581353	30.68030579	40.11300483	79.96688174
40480601	Hungarian Paleogene Basin	gas	gas	BCFG	6	1	BCFG	6.669819386	59.01800548	82.78639787	103.1659455	122.1675983	141.4610076	161.8380015	182.99382	203.7613358	226.5474604	249.4543221	273.1765249	299.5051588	327.304662	356.6880088	389.036209	424.5942508	469.7149257	525.2943893	604.5295495	1225.54896
40480601	Hungarian Paleogene Basin	gas	liquids	BCFG	6	1	MMBL	0.197186681	2.208703448	3.116501391	3.917532374	4.692998179	5.458929408	6.223668537	7.032889877	7.866086322	8.729844123	9.647877262	10.64868273	11.64207161	12.78149388	13.95383976	15.39019561	16.97699367	18.9220376	21.53877679	25.51845987	60.57921415
40480601	Hungarian Paleogene Basin	gas	largest	BCFG	6	1	BCFG	6.669819386	23.84114562	29.72447968	34.41215096	38.53956828	42.6325819	46.75910079	50.71424041	54.58403613	58.84155391	63.07078802	67.92000437	73.18408552	79.23830428	85.7256371	93.57054425	103.5387427	116.4317629	135.8801653	169.972505	299.9766691
40570101	Transylvanian Neogene Suprasalt Gas	oil	oil	MMBO	1	1	MMBO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40570101	Transylvanian Neogene Suprasalt Gas	oil	gas	MMBO	1	1	BCFG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40570101	Transylvanian Neogene Suprasalt Gas	oil	NGL	MMBO	1	1	MMBNGL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40570101	Transylvanian Neogene Suprasalt Gas	oil	largest	MMBO	1	1	MMBO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40570101	Transylvanian Neogene Suprasalt Gas	gas	gas	BCFG	6	1	BCFG	104.1745017	460.1635569	625.0311033	772.0691295	913.590217	1058.616015	1201.368578	1352.119788	1512.327203	1673.163999	1845.673376	2022.664454	2217.27559	2421.055055	2641.018244	2889.63018	3168.311372	3497.883588	3901.374959	4489.781982	9561.072987
40570101	Transylvanian Neogene Suprasalt Gas	gas	liquids	BCFG	6	1	MMBL	0.385405245	1.352275356	1.831289327	2.285463251	2.728321425	3.155680841	3.596509049	4.069832624	4.54303877	5.034292406	5.561426974	6.115186254	6.715849516	7.347947696	8.069231677	8.828016288	9.750301634	10.87094691	12.39441903	14.80116095	41.33722519
